REGION,SUBREGION,COUNTRY,LOCATION,LAT,LON,MONTH,YEAR,DEPTH,SEVERITY_CODE,BLEACHING_SEVERITY,CORAL_FAMILY,CORAL_SPECIES,PERCENTAGE_AFFECTED,BLEACHING_DURATION,MORTALITY_CODE,MORTALITY,RECOVERY_CODE,RECOVERY,SURVEY_TYPE,SURVEY_AREA,WATER_TEMPERATURE,OTHER_FACTORS,REMARKS
Americas,Northern Caribbean,Bahamas,Middle Bight (S20),24.3069,-77.65638,8,1998,1.2,1,Low,,"Acropora palmata,Acropora palmata,Agaricia sp.,Agaricia sp.,Millepora complanata,Millepora complanata,",4.85436893203883,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,,,,
Americas,Northern Caribbean,Bahamas,North Bight (D20),24.43925,-77.69617,8,1998,9.7,1,Low,,"Colpophyllia natans,Diploria labyrinthiformis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea cavernosa,Montastraea cavernosa,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Mussa angulosa,Porites porites,Siderastrea siderea,",5.55555555555556,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 144,,,,
Americas,Northern Caribbean,Bahamas,North Bight (S17),24.4395,-77.69807,8,1998,1.9,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,",1.01010101010101,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 99,,,,
Americas,Northern Caribbean,Bahamas,North Love Hill (S8),24.77435,-77.80772,8,1998,1.4,1,Low,,"Millepora complanata,Millepora complanata,Montastraea faveolata,Porites porites,",3.52941176470588,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 85,,,,
Americas,Northern Caribbean,Bahamas,North Mangrove (D23),24.30112,-77.6478,8,1998,9.4,1,Low,,"Millepora alcicornis,Millepora alcicornis,Montastraea franksi,Siderastrea radians,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,",8.79120879120879,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 91,,,,
Americas,Northern Caribbean,Bahamas,"North Norman’s Pond Cay patch reef, Exuma Cays",23.78972,-76.13773,9,2005,5-7m,3,HIGH,,"Agaricia sp.; Porites porites; Millepora sp.; Montastrea annularis; Diploria strigosa; Diploria labryinthiformis;
Favia fragum; Meandrina meandrites",76.00,Initial bleaching observed beginning 15/8/05,,,,,,,30.4C,,"Site is M. annularis and Agaricia sp. dominated patch reef bordered by dense seagrass. Majority (> 75% estimate) of Agaricia sp. colonies exhibiting bleaching. Moderate paling and some bleaching of Agaricia sp. and Porites porites colonies observed on 8/15/2005.<br>
Species (listed in order of bleaching prevalence): Agaricia sp.; Porites
porites; Millepora sp.; Montastrea annularis; Diploria strigosa; (a few
colonies affected of the following species: Diploria labryinthiformis;
Favia fragum; Meandrina meandrites)"
Americas,Northern Caribbean,Bahamas,Northern Norman's Pond Cay,24.65,-76.805,8,1992,2-4m,1,Low,,Montastraea cf. annularis,8%,,,,,,Photography- visual and digital slide analysis,,,,"August and Dec 1992, 8% of M. annularis bleached."
Americas,Northern Caribbean,Bahamas,Northern Norman's Pond Cay,24.65,-76.805,4,1993,2-4m,2,Medium,,"Montastraea cf. annularis, Porites asteroides",35.00,,,,,,Photography- visual and digital slide analysis,,>30C in Sept 1993,,"April and June 1993, 8% of M. annularis bleached. In August 1993, 32% M. annularis bleached and in Nov 1993, 58% M. annularis bleached.
In June 1993, 14% of Porites asteroides bleached, 20% bleaching in August and 32% bleaching in Nov 1993 for same species."
Americas,Northern Caribbean,Bahamas,Northern Norman's Pond Cay,24.65,-76.805,3,1994,2-4m,1,Low,,Montastraea cf. annularis,8%,,,,,,Photography- visual and digital slide analysis,,,,"In March 1994, 8% of M. annularis bleached."
Americas,Northern Caribbean,Bahamas,Northern North Perry,23.796,-76.137,8,1991,3-4m,1,Low,,"Montastraea cf. annularis, Porites asteroides",10%,,,,,,Photography- visual and digital slide analysis,,>30C,,"In August 1991, 10% of M. annularis bleached.
47% of Porites asteroides bleachedin August 1991 and 67% of Porites asteroides bleached in October 1991."
Americas,Northern Caribbean,Bahamas,Northern North Perry,23.796,-76.137,3,1992,3-4m,1,Low,,"Montastraea cf. annularis, Porites asteroides",16%,,,,,,Photography- visual and digital slide analysis,,29C in August 1992,,15% of Porites asteroides bleached in March 1992 and 16% of Porites asteroides and 8% of Montastraea cf. annularis bleached in November 1992.
Americas,Northern Caribbean,Bahamas,"Northwest Barracuda Rocks, Great Bahama Bank (Exuma region)",23.71844,-76.2539,8,2005,2-4m,3,HIGH,,Porites porites; Millepora sp.; Agaricia sp.; Porites asteriodes,78.00,Initial bleaching observed beginning 11/8/05,,,,,,,approx. 31C (estimated from dive computer),,"Site consists of large exposed limestone rock in shallow water
with several submerged bommies and numerous small (<1m) and fewer medium
(1-2m) sized coral heads bordered by dense seagrass. Initial bleaching
observed beginning 8/11/05. Majority (> 75% estimate) of Millepora sp.,
Agaricia sp. and Porites porites colonies exhibiting bleaching by 8/31/05"
Americas,Northern Caribbean,Bahamas,Oasis (D26),23.9476,-77.38665,8,1998,5.8,1,Low,,"Agaricia sp.,Diploria strigosa,Diploria strigosa,Millepora alcicornis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea franksi,Siderastrea siderea,Siderastrea siderea,",9.3167701863354,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 161,,,,
Americas,Northern Caribbean,Bahamas,"Rainbow Garden (on the bank), Perry Reef (shallow fringing reef, 20 m), and Adderley Dropoff (shelf-edge reef, 33 m), Lee Stocking Island",23.742,-76.051,8,1990,2-46m,1,Low,,"Millepora alcicornis, Acropora cervicornis, Agaricia agaricites, Diploria strigosa, Montastrea annularis, M. cavernosa, Porites porites",25%,Bleaching start in Mid Aug until first week of Oct.,,Several colonies of A . cervicornis and P. porites that bleached and survived in 1987 died in 1990.,,,Visual observation by divers on weekly basis,,32.5C on 23/9/1990,Periods of calm wind with little rain and high insolation in the summer preceded these elevated water temperatures,"Widespread bleaching observed in mid-August 1990 at 20-25 m on the shelf-edge fringing reef and involved 1-2% of the reef . By mid-September bleaching was observed in a depth range of 2-46 m . Bleaching at 20 m consisted of about 25% of the reef. Bleached organisms included stony coral, gorgonians, and sponges. Bleaching continued to increase in number of colonies affected through the first week of October.  One loggerhead sponge (Spheciospongia vesparia) at 35 m, reduced in size through tissue loss in 1987, bleached again in 1990 . No further bleaching was observed in 1991 or 1992.
Type of organism affected:
Porifera (sponge) Aplysina spp . Spheciospongia vesparia Xestospongia muta;: Hydrozoa (fire coral) Millepora alcicornis; 
Scleractinia (hard coral) Acropora cervicornis Agaricia agaricites Diploria strigosa Montastrea annularis Montastrea cavernosa Porites porites; Gorgonacea (soft coral) several unidentified species.
Coral bleaching occurred at Lee Stocking Island following a short period (18 days) of daily average water temperatures above 30 .5`C on the bank in July-August 1990 followed by another temperature peak in mid-September. A maximum temperature of 32.5C was reached on 23 September 1990 . The July monthly average for 1990 did not differ from surrounding years, but August and September were significantly wanner in 1990. The 5-yr record at the LSI dock distinctly shows a longer-term maxima in 1990."
Americas,Northern Caribbean,Bahamas,Rainbow Gardens,23.74,-76.066,9,1987,3-5m,2,Medium,,"Colpophyllia natans, Diploria labyrinthiformis, Montastraea annularis, Porites astreoides, Stephanocoenia intersepta,  Agaricia tenuifolia, Leptoseris cucullata, Millepora alcicornis, Acropora cervicornis, A . palmata, Porites porites",41.1%,Start of mass bleaching late Sept 1987,,"0.3% of coral were recently dead after 3 month of initial bleaching.
some D. labyrinthiformis, S. siderea, M. annularis, D. strigosa and A . Agaricites",,Recovery start by min Jan 1988,"5 transect, 20 m meter long, point count data",,,,"38.2% of coral cover was pale, 1.6% bleached (3 minth after bleaching start)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began."
Americas,Northern Caribbean,Bahamas,Red Rock (S11),24.72917,-77.77017,8,1998,1.3,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Montastraea annularis,",7.69230769230769,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 104,,,,
Americas,Northern Caribbean,Bahamas,"Sandy Cay, Back Reef",26.39778,-76.98846,8,1999,3.5,1,Low,,,9.67741935483871,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 124,,,,
Americas,Northern Caribbean,Bahamas,"Sandy Cay, Seaward",26.39783,-76.9885,8,1999,3.5,1,Low,,,1.94174757281553,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 103,,,,
Americas,Northern Caribbean,Bahamas,Snapshot Reef,24.04,-74.54,6,1998,4.2,1,Low,,"Acropora cervicornis,Dichocoenia stokesi,Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),",2.29885057471264,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 87,,,,
Americas,Northern Caribbean,Bahamas,Snapshot Reef,24.04,-74.54,6,1998,4.2,1,Low,,"Acropora cervicornis,Dichocoenia stokesi,Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),Montastraea sp. (= annularis complex),",2.29885057471264,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 87,,,,
Americas,Northern Caribbean,Bahamas,South Perry,23.745,-76.081,9,1987,3-5m,1,Low,,"Colpophyllia natans, Diploria labyrinthiformis, Montastraea annularis, Porites astreoides, Stephanocoenia intersepta,  Agaricia tenuifolia, Leptoseris cucullata, Millepora alcicornis, Acropora cervicornis, A . palmata, Porites porites",28.5%,Start of mass bleaching late Sept 1987,,"0.5% were just dead, 1.0% were recently dead after 3 month of initial bleaching
most A. cervicornis; some P. porites, P. divaricata, D. strigosa, M. ferox, M. ""annularis"" and A. ""agaricites"".
Many of the initially discolored specimens of A. cervicornis at South Perry, however, were dead in early November 1987.",,Recovery start by min Jan 1988.,"5 transect, 20 m meter long, point count data",,24.1C in Jan 1987,,"38.2% of coral cover was pale, 1.6% bleached (3 month after bleaching start)
Five of the scleractinian corals that exhibited prolonged bleaching have predominantly massive morphologies  (Colpophyllia natans, Diploria labyrinthiformis, the ""Montastraea annularis complex,"" Porites astreoides, Stephanocoenia intersepta) and three are foliaceous (the ""Agaricia agaricites complex,""  A . tenuifolia, Leptoseris cucullata [=Helioseris cucullata]) . The milleporan, M. alcicornis, is primarily an encrusting coral. Several of the rapidly growing, branching taxa (Acropora cervicornis, A . palmata,Porites porites, ""finger Porites""), which are known to have been affected by the mass bleaching event at these sites are presumed to have mostly recovered before the point-count surveys began."
Americas,Northern Caribbean,Bahamas,South Staniard 2 (D7),24.84383,-77.85733,8,1998,8.9,1,Low,,"Agaricia sp.,Agaricia sp.,Colpophyllia natans,Diploria strigosa,Millepora alcicornis,Millepora alcicornis,Millepora alcicornis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,",10.5263157894737,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 133,,,,
Americas,Northern Caribbean,Bahamas,South Staniard 2 (S7),24.84493,-77.86098,8,1998,0.6,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Millepora complanata,",12.5,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 64,,,,
Americas,Northern Caribbean,Bahamas,"Southeast Barracuda Rocks, Great Bahama Bank (Exuma region)",23.67255,-76.20221,8,2005,2-4m,3,HIGH,,Porites porites; Millepora sp.; Sidearstrea siderea; Porites asteriodes,80.00,Initial bleaching observed on 11/8/05,,,,,,,approx. 31C (estimated from dive computer),,"Site consists of large exposed limestone rocks in shallow water
with numerous small (<1m) and fewer medium (1-2m) sized coral heads.
Initial bleaching observed beginning 8/11/05. Majority (> 75% estimate)
of Millepora sp. and Porites porites colonies exhibiting bleaching by
8/29/2005"
Americas,Northern Caribbean,Bahamas,Southern Norman's Pond Cay,24.592,-76.806,6,1993,2-4m,1,Low,,"Montastraea cf. annularis, Porites asteroides",15.05,From June to Nov 1993,,,,,Photography- visual and digital slide analysis,,>30C in Sept 1993,,"June 1993, 8% of M. annularis bleached, August 22% and 30% in November 1993. 8% of Porites asteroides bleached in November 1994."
Americas,Northern Caribbean,Bahamas,Southern Norman's Pond Cay,24.592,-76.806,8,1995,2-4m,2,Medium,,"Montastraea cf. annularis, Porites asteroides",45.00,,,,,,Photography- visual and digital slide analysis,,>30C in Sept 1995,,"August 1995, 8% of M. annularis bleached and in October 1995, 60% of M annularis bleached.  
8% of Porites asteroides bleached in October 1995"
Americas,Northern Caribbean,Bahamas,Storr's Reef,26.5775,-76.959,8,1999,4.2,1,Low,,"Diploria strigosa,Diploria strigosa,Diploria strigosa,Montastraea faveolata,Siderastrea siderea,",4.13223140495868,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 121,,,,
Americas,Northern Caribbean,Bahamas,Sugar Rock (D16),24.54022,-77.68207,8,1998,11,1,Low,,"Acropora cervicornis,Diploria strigosa,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea annularis,Montastraea cavernosa,Montastraea faveolata,Montastraea franksi,Montastraea franksi,Montastraea franksi,Montastraea franksi,Porites astreoides,Porites astreoides,Porites astreoides,Porites astreoides,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,Siderastrea siderea,",10,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 140,,,,
Americas,Northern Caribbean,Bahamas,Sugar Rock (S15),24.5448,-77.68372,8,1998,1.9,1,Low,,"Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,Acropora palmata,",1.75438596491228,,,,,,AGRRA survey method; assessement of colonies along line transect; number colonies for this site = 57,,,,
